0, 6, 4
1, 6, 4
2, 7, 4
3, 9, 4
4, 8, 4
5, 6, 4
6, 5, 4
7, 9, 4
8, 1, 4
9, 0, 4
10, 6, 4
11, 0, 4
12, 1, 4
13, 8, 4
14, 9, 4
15, 8, 4
16, 0, 4
17, 0, 4
18, 9, 4
19, 0, 4
20, 8, 4
21, 5, 4
22, 1, 4
23, 8, 4
24, 1, 4
25, 3, 4
26, 7, 4
27, 6, 4
28, 9, 4
29, 7, 4
30, 7, 4
31, 4, 4
32, 5, 4
33, 2, 4
34, 6, 4
35, 4, 4
36, 6, 4
37, 5, 4
38, 5, 4
39, 9, 4
40, 7, 4
41, 2, 4
42, 9, 4
43, 0, 4
44, 4, 4
45, 8, 4
46, 5, 4
47, 9, 4
48, 9, 4
49, 9, 4
0, 4, 5
1, 9, 5
2, 4, 5
3, 3, 5
4, 2, 5
5, 2, 5
6, 3, 5
7, 9, 5
8, 1, 5
9, 4, 5
10, 3, 5
11, 9, 5
12, 4, 5
13, 6, 5
14, 9, 5
15, 6, 5
16, 5, 5
17, 6, 5
18, 4, 5
19, 1, 5
20, 5, 5
21, 6, 5
22, 9, 5
23, 3, 5
24, 0, 5
25, 3, 5
26, 1, 5
27, 1, 5
28, 4, 5
29, 3, 5
30, 5, 5
31, 1, 5
32, 0, 5
33, 8, 5
34, 2, 5
35, 2, 5
36, 4, 5
37, 7, 5
38, 8, 5
39, 0, 5
40, 6, 5
41, 2, 5
42, 4, 5
43, 7, 5
44, 5, 5
45, 0, 5
46, 4, 5
47, 5, 5
48, 3, 5
49, 4, 5
